VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,7/5/2017 17:11,7/5/2017 17:17,6,1.05,1,N,141,236,2,6,1,0.5,0,0,0.3,7.8
2,11/20/2017 15:23,11/20/2017 15:48,5,3.72,1,N,262,186,1,18.5,0,0.5,4.82,0,0.3,24.12
2,10/28/2017 19:16,10/28/2017 19:27,1,1.85,1,N,236,239,1,9,0,0.5,1.96,0,0.3,11.76
2,4/27/2017 5:59,4/27/2017 7:07,1,18.91,1,N,132,65,1,59.5,0.5,0.5,6,0,0.3,66.8
1,11/10/2017 14:32,11/10/2017 14:51,1,1.2,1,N,162,186,2,12,0,0.5,0,0,0.3,12.8
2,11/9/2017 22:13,11/9/2017 22:34,1,2.57,1,N,163,68,1,14.5,0.5,0.5,2,0,0.3,17.8
1,12/19/2017 17:24,12/19/2017 17:28,1,0.5,1,N,142,48,1,4,1,0.5,1.7,0,0.3,7.5
1,5/9/2017 11:27,5/9/2017 11:49,1,0.9,1,N,161,230,1,13.5,0,0.5,2.85,0,0.3,17.15
1,3/3/2017 7:24,3/3/2017 7:34,1,2.5,1,N,79,162,1,10,0,0.5,1.5,0,0.3,12.3
1,1/16/2017 18:17,1/16/2017 19:05,2,17.7,2,N,132,230,2,52,0,0.5,0,5.54,0.3,58.34
1,6/17/2017 7:29,6/17/2017 7:36,1,1.7,1,N,238,142,2,7.5,0,0.5,0,0,0.3,8.3
1,10/30/2017 15:20,10/30/2017 15:29,2,1.7,1,N,233,79,1,8.5,0,0.5,1,0,0.3,10.3
2,10/13/2017 1:34,10/13/2017 1:43,3,2.27,1,N,163,234,2,9.5,0.5,0.5,0,0,0.3,10.8
2,6/4/2017 16:46,6/4/2017 16:57,5,2.37,1,N,161,236,2,10,0,0.5,0,0,0.3,10.8
2,1/26/2017 18:42,1/26/2017 18:55,1,1.39,1,N,234,68,1,9.5,1,0.5,2.26,0,0.3,13.56
1,3/19/2017 17:29,3/19/2017 18:02,1,5.2,1,N,211,239,1,23.5,0,0.5,2.5,0,0.3,26.8
2,5/31/2017 20:11,5/31/2017 20:49,1,21.71,1,N,132,106,1,59.5,0.5,0.5,10,0,0.3,70.8
2,10/27/2017 0:27,10/27/2017 0:31,1,1.32,1,N,140,229,1,6,0.5,0.5,2,0,0.3,9.3
1,12/16/2017 18:18,12/16/2017 18:45,4,5.7,1,N,164,87,2,22.5,0,0.5,0,0,0.3,23.3
2,10/3/2017 3:04,10/3/2017 3:09,1,1.04,1,N,48,100,2,5.5,0.5,0.5,0,0,0.3,6.8
2,5/9/2017 14:01,5/9/2017 14:17,1,2.07,1,N,158,79,2,11,0,0.5,0,0,0.3,11.8
2,1/22/2017 18:04,1/22/2017 18:30,1,4.46,1,N,237,231,1,19.5,0,0.5,4.06,0,0.3,24.36
1,3/13/2017 9:39,3/13/2017 10:12,2,16,5,N,161,265,2,66,0,0,0,12.5,0.3,78.8
1,11/13/2017 21:36,11/13/2017 22:02,1,6,1,N,186,181,2,22,0.5,0.5,0,0,0.3,23.3
2,12/17/2017 0:21,12/17/2017 0:32,4,3.85,1,N,238,50,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,6/20/2017 23:28,6/20/2017 23:28,1,0,2,N,264,132,2,52,0,0.5,0,0,0.3,52.8
2,12/9/2017 21:34,12/9/2017 21:45,2,0.76,1,N,230,186,1,8,0.5,0.5,0,0,0.3,9.3
2,3/4/2017 0:11,3/4/2017 0:14,2,0.66,1,N,239,239,2,4.5,0.5,0.5,0,0,0.3,5.8
2,3/17/2017 23:17,3/17/2017 23:31,2,2.38,1,N,162,236,2,11.5,0.5,0.5,0,0,0.3,12.8
2,12/11/2017 18:48,12/11/2017 18:52,5,0.75,1,N,239,142,2,4.5,1,0.5,0,0,0.3,6.3
1,3/12/2017 21:50,3/12/2017 21:55,1,1.1,1,N,79,137,2,6,0.5,0.5,0,0,0.3,7.3
2,5/12/2017 18:10,5/12/2017 18:24,1,1.63,1,N,79,90,2,10,1,0.5,0,0,0.3,11.8
1,11/10/2017 8:04,11/10/2017 8:11,1,1,1,N,236,237,1,7,0,0.5,0,0,0.3,7.8
1,10/13/2017 23:58,10/14/2017 0:02,1,0.7,1,N,170,48,2,4.5,0.5,0.5,0,0,0.3,5.8
2,12/16/2017 13:05,12/16/2017 13:30,3,1.39,1,N,162,229,2,15.5,0,0.5,0,0,0.3,16.3
2,8/4/2017 17:52,8/4/2017 18:26,6,10.58,1,N,170,93,1,32,1,0.5,7.91,5.76,0.3,47.47
2,7/15/2017 9:46,7/15/2017 10:04,1,5.51,1,N,87,161,1,19.5,0,0.5,5.08,0,0.3,25.38
1,10/16/2017 17:29,10/16/2017 17:42,1,1.5,1,N,234,144,1,9.5,1,0.5,1.13,0,0.3,12.43
1,1/31/2017 18:15,1/31/2017 18:24,1,1.5,1,N,79,170,2,8.5,1,0.5,0,0,0.3,10.3
2,6/11/2017 3:13,6/11/2017 3:42,3,12.5,1,N,113,94,2,37,0.5,0.5,0,0,0.3,38.3
1,3/9/2017 9:05,3/9/2017 9:16,1,0.9,1,N,68,68,1,8.5,0,0.5,1.85,0,0.3,11.15
1,8/22/2017 5:37,8/22/2017 5:45,1,3,1,N,75,233,2,10,0.5,0.5,0,0,0.3,11.3
2,6/26/2017 20:10,6/26/2017 20:16,2,0.82,1,N,33,54,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2/4/2017 19:40,2/4/2017 19:52,1,1.69,1,N,186,233,2,9.5,0,0.5,0,0,0.3,10.3
2,12/4/2017 16:18,12/4/2017 16:25,1,1.11,1,N,264,264,1,6.5,1,0.5,1.66,0,0.3,9.96
1,8/11/2017 3:58,8/11/2017 4:10,3,2.5,1,N,48,158,2,10.5,0.5,0.5,0,0,0.3,11.8
2,10/1/2017 3:34,10/1/2017 3:59,1,6.25,1,N,48,256,1,22.5,0.5,0.5,4.76,0,0.3,28.56
1,11/17/2017 15:16,11/17/2017 15:47,1,7.8,1,N,236,138,1,27,0,0.5,6.44,5.76,0.3,40
1,2/14/2017 18:32,2/14/2017 18:42,1,1.2,1,N,237,162,2,8,1,0.5,0,0,0.3,9.8
1,5/13/2017 10:29,5/13/2017 10:57,1,5.1,1,N,33,186,1,20.5,0,0.5,4.25,0,0.3,25.55
2,10/16/2017 7:13,10/16/2017 7:19,2,1.19,1,N,170,161,1,6,0,0.5,1,0,0.3,7.8
2,8/31/2017 15:42,8/31/2017 15:57,3,2.02,1,N,237,50,1,11,0,0.5,1,0,0.3,12.8
2,1/18/2017 20:49,1/18/2017 21:22,3,19.6,2,N,132,152,1,52,0,0.5,11.67,5.54,0.3,70.01
2,11/6/2017 17:45,11/6/2017 17:52,1,1.27,1,N,234,186,2,7,1,0.5,0,0,0.3,8.8
2,7/14/2017 11:18,7/14/2017 11:25,1,2.08,1,N,97,144,2,8.5,0,0.5,0,0,0.3,9.3
1,5/1/2017 14:40,5/1/2017 15:31,3,12.8,5,N,70,265,1,75,0,0,17.15,10.5,0.3,102.95
2,10/22/2017 0:20,10/22/2017 0:28,2,0.99,1,N,79,211,1,6.5,0.5,0.5,1.2,0,0.3,9
1,10/16/2017 12:24,10/16/2017 12:30,2,0.9,1,N,125,231,1,6,0,0.5,1.7,0,0.3,8.5
1,10/5/2017 13:16,10/5/2017 13:23,1,0.8,1,N,170,229,1,6,0,0.5,1.35,0,0.3,8.15
1,7/27/2017 18:49,7/27/2017 19:01,1,1,1,N,234,113,1,8.5,1,0.5,2.05,0,0.3,12.35
2,4/18/2017 15:53,4/18/2017 16:01,1,1.15,1,N,263,237,2,7.5,0,0.5,0,0,0.3,8.3
2,6/23/2017 8:30,6/23/2017 8:34,3,0.68,1,N,68,68,1,4.5,0,0.5,0.53,0,0.3,5.83
1,9/4/2017 22:52,9/4/2017 22:57,1,1.2,1,N,113,68,2,6,0.5,0.5,0,0,0.3,7.3
1,5/14/2017 19:27,5/14/2017 19:35,1,1.1,1,N,239,142,2,7.5,0,0.5,0,0,0.3,8.3
1,9/2/2017 19:21,9/2/2017 19:53,1,6.1,1,N,114,7,2,23.5,0,0.5,0,0,0.3,24.3
1,6/18/2017 19:02,6/18/2017 19:15,1,1.7,1,N,186,163,2,10.5,0,0.5,0,0,0.3,11.3
1,5/4/2017 8:14,5/4/2017 8:34,1,2.6,1,N,249,163,1,14.5,0,0.5,1.5,0,0.3,16.8
1,12/12/2017 21:19,12/12/2017 21:23,3,0.4,1,N,162,229,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,10/7/2017 9:44,10/7/2017 10:07,1,4.8,1,N,230,13,2,19,0,0.5,0,0,0.3,19.8
1,8/24/2017 17:08,8/24/2017 17:20,2,2,1,N,140,238,1,10,1,0.5,2.35,0,0.3,14.15
1,4/5/2017 23:04,4/5/2017 23:10,1,1,1,N,79,211,1,6.5,0.5,0.5,1.55,0,0.3,9.35
2,5/12/2017 11:55,5/12/2017 13:00,1,21.74,2,N,132,161,1,52,0,0.5,3,5.76,0.3,61.56
2,4/9/2017 20:15,4/9/2017 20:19,6,0.99,1,N,238,24,1,5.5,0.5,0.5,2.04,0,0.3,8.84
2,9/12/2017 9:02,9/12/2017 9:26,1,1.84,1,N,229,164,1,14.5,0,0.5,3.06,0,0.3,18.36
2,5/13/2017 20:49,5/13/2017 20:57,1,1.33,1,N,164,229,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,8/24/2017 21:47,8/24/2017 22:03,1,3.27,1,N,164,263,1,13.5,0.5,0.5,3.7,0,0.3,18.5
2,11/14/2017 21:51,11/14/2017 21:56,2,0.89,1,N,234,249,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,10/23/2017 8:56,10/23/2017 9:01,1,0.5,1,N,230,162,1,5.5,0,0.5,1,0,0.3,7.3
2,12/11/2017 0:03,12/11/2017 0:08,1,1.4,1,N,162,170,2,6,0.5,0.5,0,0,0.3,7.3
1,1/20/2017 13:05,1/20/2017 13:11,2,0.9,1,N,107,137,2,6,0,0.5,0,0,0.3,6.8
1,6/5/2017 9:57,6/5/2017 10:06,1,0.8,1,N,100,161,1,7,0,0.5,1,0,0.3,8.8
2,6/19/2017 22:27,6/19/2017 22:38,1,3.16,1,N,125,170,1,11.5,0.5,0.5,10,0,0.3,22.8
2,7/30/2017 18:19,7/30/2017 18:26,2,1.35,1,N,158,68,1,7,0,0.5,1,0,0.3,8.8
1,4/28/2017 16:14,4/28/2017 16:23,1,1.5,1,N,50,142,1,8,1,0.5,1.67,0,0.3,11.47
1,12/30/2017 19:50,12/30/2017 20:11,1,4.3,1,N,41,229,1,17,0.5,0.5,2,0,0.3,20.3
2,12/20/2017 15:20,12/20/2017 15:20,2,0,1,N,143,143,1,2.5,0,0.5,0,0,0.3,3.3
2,12/21/2017 7:51,12/21/2017 8:08,1,2.78,1,N,107,88,1,13,0,0.5,1.4,0,0.3,15.2
1,4/11/2017 15:30,4/11/2017 15:37,1,0.9,1,N,140,141,1,6.5,0,0.5,1,0,0.3,8.3
2,4/7/2017 7:01,4/7/2017 7:07,1,1.15,1,N,164,161,1,6,0,0.5,1,0,0.3,7.8
2,7/22/2017 1:41,7/22/2017 1:48,1,1.24,1,N,100,137,2,6.5,0.5,0.5,0,0,0.3,7.8
2,8/29/2017 16:57,8/29/2017 17:58,1,4.4,1,N,141,249,2,37,1,0.5,0,0,0.3,38.8
1,5/22/2017 18:51,5/22/2017 19:25,1,5.5,1,N,68,25,1,23,1,0.5,6.2,0,0.3,31
1,3/30/2017 4:19,3/30/2017 4:23,1,1.1,1,N,106,181,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,3/14/2017 7:40,3/14/2017 7:52,1,2.63,1,N,238,74,1,10.5,0,0.5,3.39,0,0.3,14.69
2,4/9/2017 6:22,4/9/2017 6:28,1,0.78,1,N,82,260,2,6,0,0.5,0,0,0.3,6.8
1,6/5/2017 6:01,6/5/2017 6:13,1,4.5,1,N,4,112,1,15,0,0.5,3.15,0,0.3,18.95
2,5/19/2017 21:55,5/19/2017 22:39,1,5.35,1,N,90,145,2,28,0.5,0.5,0,0,0.3,29.3
1,4/8/2017 18:32,4/8/2017 18:44,1,2.4,1,N,164,237,1,10.5,0,0.5,2.26,0,0.3,13.56
2,10/19/2017 16:02,10/19/2017 16:11,1,0.93,1,N,107,162,1,7.5,1,0.5,1.86,0,0.3,11.16
2,6/2/2017 9:56,6/2/2017 10:07,6,1.37,1,N,170,162,1,8.5,0,0.5,1.86,0,0.3,11.16
1,3/10/2017 19:38,3/10/2017 19:44,1,0.9,1,N,144,45,1,6,1,0.5,1.95,0,0.3,9.75
2,3/26/2017 18:33,3/26/2017 18:38,1,0.82,1,N,234,170,1,5.5,0,0.5,2.25,0,0.3,8.55
2,1/28/2017 15:35,1/28/2017 15:38,1,0.6,1,N,79,79,2,4,0,0.5,0,0,0.3,4.8
2,3/15/2017 9:18,3/15/2017 9:30,1,1.69,1,N,107,231,2,9.5,0,0.5,0,0,0.3,10.3
1,1/31/2017 7:13,1/31/2017 7:21,1,1.3,1,N,162,141,2,7.5,0,0.5,0,0,0.3,8.3
1,5/17/2017 15:39,5/17/2017 16:07,1,3.8,1,N,25,107,1,20.5,0,0.5,2.77,0,0.3,24.07
2,2/15/2017 8:12,2/15/2017 8:15,2,0.59,1,N,239,238,1,4.5,0,0.5,1.06,0,0.3,6.36
2,11/14/2017 18:45,11/14/2017 18:58,1,1.67,1,N,164,249,2,10,1,0.5,0,0,0.3,11.8
2,3/27/2017 11:36,3/27/2017 12:16,1,12.19,2,N,28,230,1,52,0,0.5,6,5.76,0.3,64.56
2,9/21/2017 7:19,9/21/2017 7:25,1,1.17,1,N,90,246,1,6,0,0.5,1.36,0,0.3,8.16
2,6/14/2017 13:33,6/14/2017 13:46,5,1.17,1,N,170,161,1,9.5,0,0.5,1,0,0.3,11.3
2,1/28/2017 1:54,1/28/2017 2:04,2,2.51,1,N,90,143,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,11/3/2017 14:34,11/3/2017 15:18,1,10.53,1,N,125,138,1,37,0,0.5,7.56,0,0.3,45.36
2,1/12/2017 9:53,1/12/2017 10:03,1,0.98,1,N,161,233,1,8,0,0.5,0,0,0.3,8.8
2,6/6/2017 8:32,6/6/2017 8:35,1,0.33,1,N,79,79,2,4,0,0.5,0,0,0.3,4.8
2,10/12/2017 23:26,10/12/2017 23:36,2,2.73,1,N,144,255,1,11,0.5,0.5,2.46,0,0.3,14.76
2,12/18/2017 2:46,12/18/2017 3:02,1,4.67,1,N,186,65,2,16,0.5,0.5,0,0,0.3,17.3
2,5/5/2017 0:53,5/5/2017 1:01,1,1.18,1,N,230,233,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,12/7/2017 22:52,12/7/2017 23:10,1,3.2,1,N,125,162,1,14,0.5,0.5,3.05,0,0.3,18.35
2,7/3/2017 20:16,7/3/2017 20:23,1,1.98,1,N,43,24,1,9,0.5,0.5,2.06,0,0.3,12.36
2,1/25/2017 21:20,1/25/2017 21:35,1,2.77,1,N,249,13,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,12/6/2017 23:30,12/6/2017 23:36,1,0.59,1,N,255,255,1,5.5,0.5,0.5,0,0,0.3,6.8
1,4/6/2017 11:24,4/6/2017 11:31,1,0.9,1,N,238,238,2,6.5,0,0.5,0,0,0.3,7.3
2,10/11/2017 20:20,10/11/2017 20:29,2,0.85,1,N,230,162,2,7,0.5,0.5,0,0,0.3,8.3
2,7/23/2017 12:04,7/23/2017 12:07,2,0.7,1,N,143,142,2,4,0,0.5,0,0,0.3,4.8
2,12/12/2017 20:51,12/12/2017 20:58,6,1.02,1,N,114,113,2,6,0.5,0.5,0,0,0.3,7.3
1,11/11/2017 0:54,11/11/2017 1:03,2,1.8,1,N,48,90,1,8,0.5,0.5,1.67,0,0.3,10.97
2,3/29/2017 18:05,3/29/2017 18:23,1,3.51,1,N,68,238,1,14.5,1,0.5,1,0,0.3,17.3
1,11/4/2017 18:13,11/4/2017 18:19,1,0.8,1,N,45,79,1,6,0,0.5,1.35,0,0.3,8.15
1,4/1/2017 10:14,4/1/2017 10:25,1,1.5,1,N,264,264,1,8.5,0,0.5,1.85,0,0.3,11.15
2,1/8/2017 10:40,1/8/2017 10:41,6,0.27,1,N,43,142,2,3,0,0.5,0,0,0.3,3.8
2,6/14/2017 6:59,6/14/2017 7:19,5,4.7,1,N,237,231,1,18,0,0.5,2,0,0.3,20.8
1,4/3/2017 6:41,4/3/2017 6:50,1,3.2,1,N,66,234,1,11.5,0,0.5,2.45,0,0.3,14.75
1,6/13/2017 12:29,6/13/2017 12:39,1,0.8,1,N,229,237,1,8,0,0.5,1.75,0,0.3,10.55
2,11/7/2017 17:45,11/7/2017 17:53,1,1.2,1,N,68,246,2,7,0,0.5,0,0,0.3,7.8
1,3/3/2017 23:45,3/3/2017 23:57,1,5.2,1,N,132,216,2,16.5,0.5,0.5,0,0,0.3,17.8
1,10/30/2017 8:07,10/30/2017 8:32,1,2.9,1,N,186,140,1,16.5,0,0.5,5,0,0.3,22.3
2,10/4/2017 7:26,10/4/2017 7:43,1,6.88,1,N,262,87,2,22,0,0.5,0,0,0.3,22.8
2,7/27/2017 0:17,7/27/2017 0:28,1,1.77,1,N,79,170,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2/4/2017 14:27,2/4/2017 14:42,2,2.4,1,N,162,246,1,12,0,0.5,1,0,0.3,13.8
1,2/13/2017 22:12,2/13/2017 22:19,1,1.8,1,N,230,239,1,8,0.5,0.5,1.2,0,0.3,10.5
2,5/27/2017 2:22,5/27/2017 2:37,1,2.74,1,N,48,162,2,12.5,0.5,0.5,0,0,0.3,13.8
1,8/5/2017 14:12,8/5/2017 14:22,1,1.6,1,N,230,68,1,8,0,0.5,1,0,0.3,9.8
2,11/21/2017 23:33,11/21/2017 23:40,1,1.11,1,N,66,33,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2/11/2017 1:15,2/11/2017 1:18,1,0.72,1,N,68,246,2,4.5,0.5,0.5,0,0,0.3,5.8
2,9/5/2017 9:52,9/5/2017 10:20,1,1.9,1,N,170,229,1,17,0,0.5,4.45,0,0.3,22.25
1,11/1/2017 19:06,11/1/2017 19:19,2,1.3,1,N,237,230,2,9.5,1,0.5,0,0,0.3,11.3
2,1/21/2017 18:35,1/21/2017 18:48,6,2.25,1,N,163,43,2,11,0,0.5,0,0,0.3,11.8
2,12/2/2017 2:58,12/2/2017 3:13,1,3.44,1,N,148,48,1,13,0.5,0.5,2.86,0,0.3,17.16
2,11/17/2017 13:27,11/17/2017 13:38,1,1.85,1,N,113,231,1,9,0,0.5,2.45,0,0.3,12.25
2,12/7/2017 20:57,12/7/2017 20:59,1,0.33,1,N,143,143,1,3.5,0.5,0.5,0.96,0,0.3,5.76
2,6/9/2017 11:13,6/9/2017 11:18,1,0.42,1,N,142,163,2,4.5,0,0.5,0,0,0.3,5.3
2,10/26/2017 20:42,10/26/2017 20:59,6,3,1,N,164,263,1,14,0.5,0.5,3.82,0,0.3,19.12
1,5/15/2017 15:03,5/15/2017 15:10,1,1.3,1,N,75,166,2,7,0,0.5,0,0,0.3,7.8
1,6/21/2017 16:19,6/21/2017 16:25,1,0.7,1,N,237,141,2,5.5,1,0.5,0,0,0.3,7.3
2,9/27/2017 6:12,9/27/2017 6:18,1,1.2,1,N,100,161,2,6.5,0,0.5,0,0,0.3,7.3
2,2/20/2017 16:00,2/20/2017 16:15,1,2.97,1,N,237,107,1,13,0,0.5,2.76,0,0.3,16.56
1,12/10/2017 13:42,12/10/2017 13:49,1,0.8,1,N,209,231,2,6,0,0.5,0,0,0.3,6.8
2,10/22/2017 10:27,10/22/2017 10:47,6,4.89,1,N,179,137,2,18,0,0.5,0,0,0.3,18.8
2,4/22/2017 23:55,4/23/2017 0:23,2,3.52,1,N,234,231,1,18.5,0.5,0.5,2.28,0,0.3,22.08
2,9/13/2017 6:53,9/13/2017 7:10,1,7.97,1,N,141,138,1,23.5,0,0.5,6.01,5.76,0.3,36.07
1,2/10/2017 20:04,2/10/2017 20:25,1,3.7,1,N,163,7,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2/23/2017 18:09,2/23/2017 18:22,1,1.5,1,N,144,107,2,9,1,0.5,0,0,0.3,10.8
2,5/20/2017 9:59,5/20/2017 10:04,5,0.77,1,N,100,90,1,5,0,0.5,1.16,0,0.3,6.96
2,8/30/2017 10:44,8/30/2017 10:50,1,0.88,1,N,142,230,1,6,0,0.5,1.36,0,0.3,8.16
1,12/6/2017 9:40,12/6/2017 10:01,1,2.3,1,N,262,162,1,14.5,0,0.5,3.05,0,0.3,18.35
2,9/28/2017 4:11,9/28/2017 4:17,1,1.5,1,N,186,48,2,7,0.5,0.5,0,0,0.3,8.3
1,3/4/2017 19:14,3/4/2017 19:24,1,1.4,1,N,107,249,1,8.5,0,0.5,1,0,0.3,10.3
1,5/2/2017 19:56,5/2/2017 20:28,2,18.5,2,N,132,263,2,52,4.5,0.5,0,5.76,0.3,63.06
1,10/10/2017 22:31,10/10/2017 22:37,2,0.7,1,N,230,186,2,6,0.5,0.5,0,0,0.3,7.3
1,4/21/2017 16:03,4/21/2017 16:16,1,1.7,1,N,143,68,1,10.5,1,0.5,2.45,0,0.3,14.75
2,9/15/2017 11:24,9/15/2017 11:38,1,2.28,1,N,186,231,1,11.5,0,0.5,2.46,0,0.3,14.76
2,3/7/2017 22:39,3/7/2017 22:43,5,0.93,1,N,142,142,2,5.5,0.5,0.5,0,0,0.3,6.8
1,3/19/2017 20:25,3/19/2017 20:35,2,1,1,N,107,234,1,7.5,0.5,0.5,0.7,0,0.3,9.5
1,2/27/2017 17:52,2/27/2017 18:04,1,2.8,1,N,237,238,1,11,1,0.5,3.2,0,0.3,16
2,6/8/2017 22:10,6/8/2017 22:27,1,2.8,1,N,162,79,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,8/31/2017 18:42,8/31/2017 18:49,1,0.9,1,N,163,230,2,6.5,1,0.5,0,0,0.3,8.3
2,4/3/2017 18:39,4/3/2017 18:48,6,1.4,1,N,148,107,1,8,1,0.5,0,0,0.3,9.8
2,11/20/2017 9:38,11/20/2017 10:10,2,7.09,1,N,138,36,1,25.5,0,0.5,6.58,0,0.3,32.88
1,4/4/2017 12:56,4/4/2017 13:08,1,1.3,1,N,186,161,1,9,0,0.5,2.45,0,0.3,12.25
1,4/14/2017 18:34,4/14/2017 18:38,1,0.6,1,N,68,186,1,4.5,1,0.5,1.25,0,0.3,7.55
2,12/13/2017 17:42,12/13/2017 18:02,3,1.33,1,N,230,237,2,12.5,1,0.5,0,0,0.3,14.3
1,12/1/2017 21:33,12/1/2017 21:41,1,0.9,1,N,249,234,2,6.5,0.5,0.5,0,0,0.3,7.8
2,5/12/2017 16:23,5/12/2017 16:44,1,3.07,1,N,262,24,1,15,1,0.5,0,0,0.3,16.8
2,11/8/2017 17:33,11/8/2017 17:38,1,0.7,1,N,236,263,1,5,1,0.5,0.68,0,0.3,7.48
2,12/1/2017 18:13,12/1/2017 18:21,1,1.15,1,N,48,143,1,7,1,0.5,1.76,0,0.3,10.56
2,6/27/2017 17:05,6/27/2017 17:17,2,1.94,1,N,239,237,1,10,1,0.5,1,0,0.3,12.8
2,1/11/2017 8:33,1/11/2017 8:43,1,0.89,1,N,238,238,1,7.5,0,0.5,2.08,0,0.3,12.33
2,8/3/2017 17:51,8/3/2017 18:10,2,1.73,1,N,113,164,1,12.5,1,0.5,2.86,0,0.3,17.16
2,9/7/2017 21:22,9/7/2017 21:24,1,0.95,1,N,236,239,1,5,0.5,0.5,1.26,0,0.3,7.56
2,5/2/2017 16:06,5/2/2017 16:32,1,3.44,1,N,186,145,1,18,1,0.5,2,5.76,0.3,27.56
2,2/1/2017 7:42,2/1/2017 8:10,1,3.74,1,N,231,161,1,19,0,0.5,3.96,0,0.3,23.76
2,12/10/2017 1:41,12/10/2017 1:53,4,2.91,1,N,141,230,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,10/31/2017 18:34,10/31/2017 18:41,3,0.76,1,N,238,238,2,6,1,0.5,0,0,0.3,7.8
2,7/24/2017 21:02,7/24/2017 21:05,1,0.52,1,N,234,90,1,4,0.5,0.5,1.06,0,0.3,6.36
1,12/29/2017 18:55,12/29/2017 19:20,2,3.5,1,N,231,233,2,17.5,1,0.5,0,0,0.3,19.3
2,8/13/2017 15:46,8/13/2017 15:49,2,1.16,1,N,114,90,1,5,0,0.5,1.16,0,0.3,6.96
1,9/10/2017 7:27,9/10/2017 7:32,1,0.9,1,N,263,236,2,6,0,0.5,0,0,0.3,6.8
2,9/15/2017 12:53,9/15/2017 13:28,1,3.44,1,N,264,264,1,22,0,0.5,5.7,0,0.3,28.5
2,4/29/2017 14:48,4/29/2017 14:54,1,0.66,1,N,161,230,2,6,0,0.5,0,0,0.3,6.8
1,11/29/2017 16:52,11/29/2017 17:00,1,1.5,1,N,236,239,1,7.5,1,0.5,1.85,0,0.3,11.15
2,1/21/2017 21:22,1/21/2017 21:41,3,2.06,1,N,234,144,1,13,0.5,0.5,2.86,0,0.3,17.16
1,12/19/2017 2:26,12/19/2017 2:32,2,0.9,1,N,4,79,2,6,0.5,0.5,0,0,0.3,7.3
2,9/5/2017 10:10,9/5/2017 10:16,1,1.16,1,N,113,211,2,6,0,0.5,0,0,0.3,6.8
1,7/25/2017 19:28,7/25/2017 19:54,2,3.3,1,N,163,211,2,17.5,1,0.5,0,0,0.3,19.3
1,4/3/2017 18:50,4/3/2017 18:57,1,1.3,1,N,162,164,1,7,1,0.5,1.32,0,0.3,10.12
1,5/6/2017 23:21,5/6/2017 23:29,1,2.8,1,N,140,137,1,10,0.5,0.5,2.8,0,0.3,14.1
2,6/14/2017 19:03,6/14/2017 19:08,2,0.7,1,N,234,186,1,5,1,0.5,1,0,0.3,7.8
2,4/9/2017 18:58,4/9/2017 19:15,1,2.68,1,N,114,161,2,13.5,0,0.5,0,0,0.3,14.3
1,1/20/2017 22:25,1/20/2017 22:35,1,1.6,1,N,231,87,1,9,0.5,0.5,1.5,0,0.3,11.8
2,3/18/2017 14:16,3/18/2017 14:24,1,0.83,1,N,90,249,1,7,0,0.5,1.56,0,0.3,9.36
2,4/20/2017 19:50,4/20/2017 20:08,1,2.25,1,N,107,237,2,13,1,0.5,0,0,0.3,14.8
2,4/8/2017 2:19,4/8/2017 2:25,2,1.62,1,N,114,186,1,7,0.5,0.5,2.08,0,0.3,10.38
1,1/13/2017 22:58,1/13/2017 23:04,1,0.8,1,N,79,107,1,5.5,0.5,0.5,1.35,0,0.3,8.15
2,2/2/2017 21:01,2/2/2017 21:21,1,2.17,1,N,148,170,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,12/18/2017 5:17,12/18/2017 5:25,2,1.9,1,N,237,186,1,8.5,0.5,0.5,2.9,0,0.3,12.7
2,7/21/2017 8:23,7/21/2017 8:48,5,3.67,1,N,114,237,1,18,0,0.5,3.76,0,0.3,22.56
1,12/17/2017 23:41,12/17/2017 23:49,2,1.2,1,N,113,90,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,6/17/2017 2:27,6/17/2017 2:36,1,1.8,1,N,148,137,1,9,0.5,0.5,2.55,0,0.3,12.85
1,6/11/2017 20:17,6/11/2017 20:25,2,1.1,1,N,161,237,3,7.5,0.5,0.5,0,0,0.3,8.8
2,9/8/2017 8:00,9/8/2017 8:06,5,0.86,1,N,141,163,1,6,0,0.5,1.36,0,0.3,8.16
